,0
904,2647
905,2648
906,2649
907,2650
908,2651
909,2652
91,2653
910,2654
911,2655
912,2656
913,2657
914,2658
915,2659
916,2660
917,2661
918,2662
919,2663
92,2664
920,2665
921,2666
922,2667
923,2668
924,2669
925,2670
926,2671
927,2672
928,2673
929,2674
93,2675
930,2676
931,2677
932,2678
933,2679
934,2680
935,2681
936,2682
937,2683
938,2684
939,2685
94,2686
940,2687
941,2688
942,2689
943,2690
944,2691
945,2692
946,2693
947,2694
948,2695
949,2696
95,2697
950,2698
951,2699
952,2700
953,2701
954,2702
955,2703
956,2704
957,2705
958,2706
959,2707
96,2708
960,2709
961,2710
962,2711
963,2712
964,2713
965,2714
966,2715
967,2716
968,2717
969,2718
97,2719
970,2720
971,2721
972,2722
973,2723
974,2724
975,2725
976,2726
977,2727
978,2728
979,2729
98,2730
980,2731
981,2732
982,2733
983,2734
984,2735
985,2736
986,2737
987,2738
988,2739
989,2740
99,2741
990,2742
991,2743
992,2744
993,2745
994,2746
995,2747
996,2748
997,2749
998,2750
999,2751
